StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1. Multiple choice,Q45,3. Short answer,Q46,Q47,Q49,Q48,Q50,Q51,Q52,Q53,Q54,Q55,Q57,Q56,4. Multiple choice,Q58,5. Multiple choice,Q59,6. Multiple choice,Q60,7. Multiple choice,Q61,8. Multiple choice,Q62,13.,Q63,Q64,Q65,10. Multiple choice,Q67,12.,Q68,15.,16.
2024-12-06 17:42:05,2024-12-06 17:45:11,IP Address,107.115.5.12,100,186,True,2024-12-06 17:45:12,R_1JWOim4TQY66ITe,,,,,29.7638,-95.4924,anonymous,EN,Yes,No,,Yes,"A lot of talk on ‘sexy’ figures. I had been teaching about the ‘nut’ graph which is a term in journalism, and have had many male colleagues make jokes about it. ",Yes,,No,,No,,No,,No,,Earth and Planetary Surface Processes/Geomorphology,,Fieldwork,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Postdoc,,Woman or woman identified,,Female,,"Bisexual,Pansexual,Queer",,White,,Prefer not to say,,Usa,Canada
2024-12-06 17:57:15,2024-12-06 18:02:09,IP Address,71.212.0.131,100,293,True,2024-12-06 18:02:10,R_7DxIjwJXM7GPZcd,,,,,47.6631,-122.3029,anonymous,EN,Yes,No,,Yes,,No,,No,,Yes,,No,,No,,Ocean Sciences,,"Fieldwork,Other",autonomous platforms,Post-industrial era (post-1750 CE),,Postdoc,,Woman or woman identified,,Female,,Asexual,,White,,Not Hispanic or Latinx,,USA and Canada,USA
2024-12-06 18:47:06,2024-12-06 18:54:00,IP Address,24.60.238.254,100,413,True,2024-12-06 18:54:01,R_7iFr7v3NzfmtpRS,,,,,42.3251,-72.6276,anonymous,EN,Yes,No,,Yes,"jokes about mineral hardness & cleavage, cummingtonite, and somebody joking about a basal crack (dislocation at the bottom of a numerical model) being a buttcrack in a weirdly suggestive way",No,,No,,No,,Yes,dike jokes,No,,"Earth and Planetary Surface Processes/Geomorphology,Geochronology,Tectonophysics",,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,"Man or man identified,Transgender",,Female,,"Queer,Asexual",,White,,Not Hispanic or Latinx,,USA,USA
2024-12-06 19:21:26,2024-12-06 19:34:26,IP Address,172.226.186.126,100,779,True,2024-12-06 19:34:27,R_1mgWr74Sh2q5Qhb,,,,,34.0544,-118.2441,anonymous,EN,Yes,No,,Yes,"Referring to geological features as either phallic or resembling a woman’s body part, particularly breasts and genitalia.",Yes,Grand Teton,Yes,Image in a lecture of an older man staring at a woman’s breasts as an example of evolution of eyesight.,Yes,Conducting fieldwork in areas that include “squaw” in the name.,Yes,"Dike jokes, many of them.",No,,"Biogeosciences/Geobiology,Sedimentology,Science and Society",,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,Other,"Mexican indigenous ",Hispanic or Latinx,,United States,United States
2024-12-06 19:23:51,2024-12-06 19:42:25,IP Address,76.146.202.56,100,1113,True,2024-12-06 19:42:25,R_5PTpwrNL4ORbNlS,,,,,48.7494,-122.4896,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,"USA ","USA "
2024-12-06 19:45:53,2024-12-06 19:50:13,IP Address,104.28.124.78,100,259,True,2024-12-06 19:50:13,R_7iMxHRxOo86d7Pz,,,,,36.1685,-115.1164,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Hydrology,Earth and Planetary Surface Processes/Geomorphology,Natural Hazards",,"Fieldwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Prefer not to say,,White,,Not Hispanic or Latinx,,Usa,Usa
2024-12-06 19:39:32,2024-12-06 19:53:54,IP Address,216.227.66.31,100,862,True,2024-12-06 19:53:55,R_35QQWhOjlhvUmlY,,,,,44.8227,-68.8001,anonymous,EN,Yes,No,,No,,No,,No,,Yes,Place names while consulting older maps,No,,No,,"Hydrology,Earth and Planetary Surface Processes/Geomorphology",,"Modeling/theory,Other","GIS, coding",Post-industrial era (post-1750 CE),,Postdoc,,"Woman or woman identified,Transgender",,Male,,Lesbian,,White,,Not Hispanic or Latinx,,"USA ","USA "
2024-12-06 20:04:39,2024-12-06 20:20:15,IP Address,138.186.31.230,100,935,True,2024-12-06 20:20:16,R_12bTrMr7ii89SDU,,,,,19.4846,-99.1091,anonymous,EN,Yes,Yes,Using gendered pronouns to talk about geologic formations,Yes,"Boudins described as sausages needing accommodation space, implying other sex jokes",No,,No,,No,,No,,No,,"Hydrology,Earth Surface + Lithosphere,Earth and Planetary Surface Processes/Geomorphology,Geomagnetism, Paleomagnetism and Electromagnetism,Sedimentology,Tectonophysics",,N/A,,N/A,,Undergraduate student,,Woman or woman identified,,Female,,"Bisexual,Pansexual,Queer",,White,,Not Hispanic or Latinx,,United States,United States
2024-12-06 20:46:12,2024-12-06 20:49:19,IP Address,136.62.252.215,100,186,True,2024-12-06 20:49:19,R_3dibxLkadj2JeXS,,,,,30.3414,-97.7312,anonymous,EN,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,No,,"Cryosphere Sciences,Planetary Sciences",,"Fieldwork,Other",Remote sensing data analysis,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,New Zealand,USA
2024-12-06 20:53:19,2024-12-06 20:58:30,IP Address,152.58.200.210,100,310,True,2024-12-06 20:58:31,R_4Dp7ZzBWrKb5pNj,,,,,9.9185,76.2558,anonymous,EN,Yes,Yes,Indian Ocean always considered as she.,No,,No,,No,,No,,No,,No,,"Biogeosciences/Geobiology,Earth Surface + Lithosphere",,"Fieldwork,Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Postdoc,,Man or man identified,,Male,,Straight,,Asian,,Not Hispanic or Latinx,,India,India
2024-12-06 21:44:55,2024-12-06 21:46:37,IP Address,152.97.168.180,100,101,True,2024-12-06 21:46:37,R_7duY93MpXLVxmGC,,,,,35.2051,-85.913,anonymous,EN,Yes,Yes,,No,,No,,No,,No,,Yes,,No,,"Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,Asian,,Not Hispanic or Latinx,,USA,USA
2024-12-06 21:51:39,2024-12-06 21:56:40,IP Address,73.169.91.34,100,301,True,2024-12-06 21:56:41,R_3ZVLaiwsWawIHdy,,,,,40.5815,-105.1042,anonymous,EN,Yes,Yes,"In isotope geochemistry, one often refers to the ""parent"" and to the ""daughter"" nuclides. ",No,,No,,No,,No,,No,,No,,"Biogeosciences/Geobiology,Paleoceanography and Paleoclimatology,Earth and Planetary Surface Processes/Geomorphology",,"Fieldwork,Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,Other,Jewish,Not Hispanic or Latinx,,USA,USA
2024-12-06 23:42:00,2024-12-06 23:47:35,IP Address,23.240.105.226,100,335,True,2024-12-06 23:47:36,R_1PdFZjdTzEVDQZi,,,,,34.0757,-118.3161,anonymous,EN,Yes,No,,No,,No,,No,,No,,Yes,"I have heard dike jokes before in the field, but honestly most often made by queer friends.",No,,"Sedimentology,Planetary Sciences",,"Fieldwork,Other","Remote sensing ","Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian),Other","Early Mars history ",Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-07 00:05:10,2024-12-07 00:13:54,IP Address,172.58.160.248,100,523,True,2024-12-07 00:13:55,R_7SuTS0N5oC68Zvj,,,,,37.751,-97.822,anonymous,EN,Yes,No,,No,,Yes,"Molly's Nipple in Utah, graduate study, field trip",No,,No,,Yes,"Making jokes about geologic dikes in class, lab setting by students, peers.",No,,"Paleoceanography and Paleoclimatology,Earth and Planetary Surface Processes/Geomorphology,Geochronology,Natural Hazards,Sedimentology,Soil Science,Mineral and Rock Physics/Chemistry,Education",,"Fieldwork,Labwork",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Other,Retired professional geologist/professor emeritus/current AAAS fellow,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,US,US
2024-12-07 02:10:47,2024-12-07 02:18:45,IP Address,46.114.6.32,100,478,True,2024-12-07 02:18:46,R_21Yoj36CJLp188u,,,,,51.5784,8.1078,anonymous,EN,Yes,No,,Yes,"I can't remember exact, often limited to puns (e.g., cleavage on an outcrop being embarrassing to encounter) ",Yes,"There was a case where the initial description of a type of mound was referred to a ""nipple shaped"", but that was addressed and the terminology was changed from there on.",No,,No,,No,,No,,"Biogeosciences/Geobiology,Global Environmental Change,Paleoceanography and Paleoclimatology,Sedimentology",,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,Postdoc,,Prefer not to say,,Prefer not to say,,Queer,,Other,Mixed,Prefer not to say,,,Germany
2024-12-07 02:31:14,2024-12-07 02:34:24,IP Address,92.40.173.17,100,190,True,2024-12-07 02:34:25,R_81nkKqQOE50JDDO,,,,,51.509,-0.1882,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Global Environmental Change,Ocean Sciences,Paleoceanography and Paleoclimatology",,Modeling/theory,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Postdoc,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,UK,USA
2024-12-07 04:35:53,2024-12-07 04:38:24,IP Address,62.216.211.134,100,150,True,2024-12-07 04:38:25,R_2pmcdkmN43kMMJl,,,,,48.1363,11.5357,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:45:19,2024-12-07 04:46:44,IP Address,147.142.247.46,100,84,True,2024-12-07 04:46:44,R_2ysmGIveCEQAfLa,,,,,49.5446,8.6711,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-07 04:57:54,2024-12-07 05:02:36,IP Address,32.217.77.83,100,282,True,2024-12-07 05:02:37,R_1xPJRL5lyT1hbOL,,,,,41.3026,-73.3834,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,Germany
2024-12-07 05:13:28,2024-12-07 05:22:15,IP Address,160.39.21.211,100,526,True,2024-12-07 05:22:17,R_1QEiKEH9WFtvD2t,,,,,40.8123,-73.9682,anonymous,EN,Yes,Yes,Referring to the ocean (or ships) as feminine is fairly common in literature.,Yes,"Many of the above when I was a first year undergraduate. I think if people say they haven’t they’re lying, but also is this the Spanish inquisition? Is teenagers punning the most important issue we face?",No,,No,,No,,Yes,"Dike is such an obvious pun that you are fighting an impossible battle to not get 19 to year olds to find it mildly amusing. Question is, is making that pun really going to change how people treat lesbians (probably not)? I’m a bi guy and it’s really just not that bad to me.",No,,Cryosphere Sciences,,Modeling/theory,,Post-industrial era (post-1750 CE),,Postdoc,,Man or man identified,,Prefer not to say,,Bisexual,,Prefer not to reply,,Prefer not to say,,USA,USA
2024-12-07 05:44:22,2024-12-07 05:51:40,IP Address,71.226.230.30,100,438,True,2024-12-07 05:51:41,R_37jwlYbc9nz0kBn,,,,,40.3699,-74.6381,anonymous,EN,Yes,Yes,"describing a peak of a mountain as a ""nipple""",Yes,"mineral names as sexual jokes (""are you cummingtonite?"")",Yes,"same as before, ""Nipple"" and ""knockers"" common",No,,No,,No,,Yes,"Direct inappropriate comments toward me from male faculty, when I have been a graduate student, a postdoc, and a faculty member myself.

Mostly comments about my appearance","Geochronology,Volcanology, Geochemistry, and Petrology",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-07 06:42:16,2024-12-07 06:50:41,IP Address,136.36.150.124,100,505,True,2024-12-07 06:50:42,R_5sQGiRzePxfOR5c,,,,,40.7406,-111.823,anonymous,EN,Yes,No,,Yes,"Typical penis jokes, although I can’t remember any specifics. I think generally, these have come more from the participants than the instructors. ",Yes,"A lot of place names here in the inter mountain west have sexual or racist terms. The Tetons in WY, squaw peak in Utah.",No,,Yes,See above,Yes,Can’t remember specific jokes but probably something similar to the example,Yes,"Jokes about people’s nipples getting hard in the cold.
At a snow conference they used to have the ‘lazy Mexican’ award.","Cryosphere Sciences,Natural Hazards",,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Graduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,US,US
2024-12-07 06:41:03,2024-12-07 07:01:37,IP Address,176.22.227.236,100,1233,True,2024-12-07 07:01:38,R_83eDnA7ooHfpcQY,,,,,55.7115,12.4884,anonymous,EN,Yes,Yes,"She for research vessels. ",Yes,The ocean is always wet (haha),Yes,"Kiss (keep it simple stupid) for a method in coding. 
Paramour as a project name,
 f.ETISh as a name for an ice sheet model. ",No,,No,,No,,No,,"Cryosphere Sciences,Ocean Sciences",,Modeling/theory,,N/A,,Postdoc,,Woman or woman identified,,Female,,Straight,,White,,,,Germany,N/a
2024-12-07 07:18:46,2024-12-07 07:23:43,IP Address,173.69.37.215,100,296,True,2024-12-07 07:23:43,R_31YiNGFbeeZJDyi,,,,,41.8333,-71.4314,anonymous,EN,Yes,No,,Yes,"Referring to results as 'sexy', referring to the merging of lab groups for a meeting as a 'date', referring to finding a mentor/graduate school as 'dating' for an advisor",No,,No,,No,,No,,No,,"Biogeosciences/Geobiology,Hydrology,Earth Surface + Lithosphere,Soil Science",,"Fieldwork,Labwork",,Post-industrial era (post-1750 CE),,Postdoc,,Woman or woman identified,,Female,,Bisexual,,"Native American or Alaska Native,White",,Hispanic or Latinx,,USA,USA
2024-12-07 07:23:42,2024-12-07 07:35:25,IP Address,157.131.32.185,100,702,True,2024-12-07 07:35:25,R_5mmXbu0UNndEj7w,,,,,37.7688,-122.262,anonymous,EN,Yes,No,,No,,Yes,"Squaw Tit Peak, TX, mentioned as we drove past it on field camp.  1980s.

In the 1960s, our professor used sexually  derived terms to describe geological features  when teaching our class, e.g. , drumlins were described as "" like a young girls breasts""!",Yes,Pls see above!,No,,No,,No,,"Volcanology, Geochemistry, and Petrology,N/A",,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,UK,USA
2024-12-07 07:34:38,2024-12-07 07:39:42,IP Address,86.83.65.9,100,304,True,2024-12-07 07:39:43,R_2rRsFutIXfFokU1,,,,,52.0985,5.2475,anonymous,EN,Yes,No,,Yes,colleague collecting images of pillars with phallus shape and putting this on a public website (taken off the web decade ago),No,,No,,No,,No,,Yes,images of women in a swimming pool as advertisement for conferences (this year in fact for the last time for the River Flow conference to be held in Greece in 2026),"Hydrology,Earth and Planetary Surface Processes/Geomorphology,Sedimentology,Planetary Sciences,Education,Science and Society",,"Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,Netherlands,Netherlands
2024-12-07 07:44:00,2024-12-07 07:47:36,IP Address,148.222.205.182,100,216,True,2024-12-07 07:47:38,R_1PC7sfHm6aa65UC,,,,,-33.4521,-70.6536,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Cryosphere Sciences,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,UK,UK
2024-12-07 07:59:54,2024-12-07 08:08:27,IP Address,157.143.78.160,100,513,True,2024-12-07 08:08:29,R_8m1eXCXQtKZdSMN,,,,,46.3073,8.0387,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,Yes,"Just the more general 'sexist' language of speaking to a group of students in masculine terms, AI-generated images of researchers, which are all masculine with feminine figures not or only showing in the background, referring to 'professor' automatically as 'he'. ","Cryosphere Sciences,Near-Surface Geophysics,Nonlinear Geophysics",,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Postdoc,,Woman or woman identified,,Female,,Straight,,White,,,,Switzerland,Switzerland
2024-12-07 08:26:53,2024-12-07 08:40:07,IP Address,174.114.177.153,100,794,True,2024-12-07 08:40:08,R_3388yBLdhMCjWt4,,,,,45.4336,-75.6825,anonymous,EN,Yes,Yes,"Use of the word 'marry' to mean 'cojoin', e.g. 'How do we marry these seemingly incongruous frameworks'

Reference to water bodies as 'she/her'

Referring to organisms of unknown sex using male-gendered pronouns by default, e.g. 'That arthropod is quite large, he's a big boy.'



",No,,No,,No,,No,,No,,No,,"Cryosphere Sciences,Hydrology",,"Fieldwork,Modeling/theory,Other",Remote sensing,Post-industrial era (post-1750 CE),,Graduate student,,Man or man identified,,Male,,Prefer not to say,,White,,,,Canada,Canada
2024-12-07 08:54:26,2024-12-07 08:56:30,IP Address,70.139.100.250,100,123,True,2024-12-07 08:56:30,R_6FDtraHeHGXypvg,,,,,29.7373,-95.3972,anonymous,EN,Yes,Yes,,Yes,,Yes,,No,,Yes,,No,,No,,"Global Environmental Change,Ocean Sciences,Education",,"Fieldwork,Labwork",,N/A,,Undergraduate student,,Woman or woman identified,,Female,,"Bisexual,Pansexual,Queer",,Asian,,Not Hispanic or Latinx,,,
2024-12-07 09:17:05,2024-12-07 09:18:51,IP Address,75.104.111.252,100,105,True,2024-12-07 09:18:52,R_60TRvOjvu0eylsX,,,,,37.751,-97.822,anonymous,EN,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Cryosphere Sciences,,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-07 12:01:55,2024-12-07 12:08:37,IP Address,128.135.204.250,100,402,True,2024-12-07 12:08:38,R_6CE3VrKY4RUS7oI,,,,,41.7821,-87.6046,anonymous,EN,Yes,Yes,,No,,Yes,,No,,No,,No,,No,,"Geochronology,Volcanology, Geochemistry, and Petrology",,Labwork,,N/A,,Graduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-07 12:55:47,2024-12-07 13:06:37,IP Address,97.113.37.82,100,649,True,2024-12-07 13:06:38,R_1d3IYgett2TbAPf,,,,,47.6859,-122.2994,anonymous,EN,Yes,Yes,"Boats/ships as ""she""",Yes,"Wavelet decomposition lecture in grad-level atmospheric sciences course, combining ""Dad"" and ""Mom"" wavelets to reconstruct signal, joke that ""Mom is kinky"" (~2015)
",,,,,,,,,,,"Cryosphere Sciences,Geodesy,Natural Hazards",,,,,,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-07 14:05:46,2024-12-07 14:12:46,IP Address,69.161.18.194,100,420,True,2024-12-07 14:12:48,R_5hy6k0iKZf3vQSD,,,,,58.3664,-134.53,anonymous,EN,Yes,Yes,,Yes,,Yes,,No,,Yes,Place names,Yes,,Yes,,Cryosphere Sciences,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-07 13:47:35,2024-12-07 14:13:32,IP Address,76.209.247.30,100,1556,True,2024-12-07 14:13:33,R_5el7w8SmCipUwLc,,,,,37.0315,-122.1261,anonymous,EN,Yes,Yes,"'- referring to landforms/features as ""she""
- referring to isotopes as ""parents"" and ""daughters""",Yes,"where to even start 
- knew a grad student in the dept where I was an undergrad who would always say ""megathrust"" very loudly whenever he got the chance
- general jokes about thrust
- students in one of my undergrad classes had invented a term ""phallocrysts"" for phallic shaped crystals that they saw in thin sections during optical mineralogy
- jokes about moh's hardness scale
- jokes about radioactive ""dating"" 
- bedrock, making a bed rock
- mineral cleavage, allusions to boob cleavage; specifically the fact that it's a real diagnostic property to describe a mineral's cleavage as good, perfect, or poor
- coccolith sounds like cock
- subduction/seduction
- drill cores/""getting drilled""
- folding/bending/buckling/kinking structural features
- orogeny sounding like erogenous 
",Yes,"'- grand teton national park
- mineral cleavage",Yes,"'- heard instruments referred to in gendered terms like ""hard to please"" ""treat the machine like you would treat a woman"" things like that",No,,Yes,"'- jokes about volcanic dikes sounding like a lesbian slur
- ""dike on dike"" when looking at cross-cutting relations",No,,"Cryosphere Sciences,Paleoceanography and Paleoclimatology,Geochronology",,"Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-07 14:25:28,2024-12-07 14:28:25,IP Address,38.73.255.132,100,176,True,2024-12-07 14:28:26,R_3QE7cSxBdOwXfi0,,,,,40.674,-73.9701,anonymous,EN,Yes,Yes,,Yes,,Yes,Mammatus clouds,No,,No,,No,,No,,"Atmospheric Sciences,Global Environmental Change,Nonlinear Geophysics",,Modeling/theory,,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,Other,multi,Hispanic or Latinx,,multiple,usa
2024-12-07 15:20:29,2024-12-07 15:23:03,IP Address,98.97.23.179,100,154,True,2024-12-07 15:23:04,R_7RQvg2qBqvYrASw,,,,,40.7123,-74.0068,anonymous,EN,Yes,No,,Yes,,No,,No,,No,,Yes,,Yes,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Lesbian,,White,,Hispanic or Latinx,,USA,USA
2024-12-07 16:38:41,2024-12-07 16:45:18,IP Address,69.5.125.92,100,396,True,2024-12-07 16:45:18,R_6iQlInN11lUkxth,,,,,44.4829,-73.2253,anonymous,EN,Yes,No,,Yes,"References to field work in geomorphology as ""getting dirty""",No,,No,,,,Yes,frequent joking about lesbians when referring geologic dikes.,Yes,"a colleague recently referred to floods in a group meeting as ""BFFs"". Several of us asked, ""best friends forever""? The response was that BFF referred to ""big fucking floods."" Maybe not the gendered or sexualized language you're studying here, but the use of a profanity startled me.",Hydrology,,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,US,US
2024-12-07 17:53:38,2024-12-07 18:11:26,IP Address,146.70.174.247,100,1067,True,2024-12-07 18:11:27,R_3WU1NebeN6as0yl,,,,,34.0726,-118.261,anonymous,EN,Yes,No,,No,,No,,No,,Yes,Squaw Valley,No,,,,Hydrology,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Prefer not to say,,Prefer not to say,,Asexual,,Prefer not to reply,,Prefer not to say,,United States,United States
2024-12-07 22:31:11,2024-12-07 22:37:57,IP Address,84.115.219.58,100,406,True,2024-12-07 22:37:58,R_8cFLQMGJURNZ6a5,,,,,48.2372,16.3771,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Cryosphere Sciences,Hydrology,Earth Surface + Lithosphere,Earth and Planetary Surface Processes/Geomorphology,Natural Hazards",,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,Italy,Austria
2024-12-07 22:54:04,2024-12-07 22:58:54,IP Address,108.83.117.12,100,289,True,2024-12-07 22:58:54,R_5GVIlgy2Z164Wyd,,,,,37.0315,-122.1261,anonymous,EN,Yes,Yes,"ships are ""shes""

plugs and fittings are male and female ",Yes,"sexy results
sexy stories",No,,No,,No,,No,,Yes,i'm sure i have but can't think of them right now,Ocean Sciences,,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,Asian,,Not Hispanic or Latinx,,Canada,USA
2024-12-07 23:03:36,2024-12-07 23:12:58,IP Address,90.194.235.130,100,562,True,2024-12-07 23:12:59,R_2qjxji5qcdJOC8N,,,,,54.9836,-1.5895,anonymous,EN,Yes,No,,No,,Yes,Northumberlandia is a set of small hills in North East England landscaped into the shape of a woman. This is their website: https://www.nwt.org.uk/nature-reserves/northumberlandia (run by a wildlife trust),No,,No,,No,,No,,"Hydrology,Earth and Planetary Surface Processes/Geomorphology,Natural Hazards",,Modeling/theory,,Post-industrial era (post-1750 CE),,Postdoc,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,England,"England "
2024-12-08 03:59:31,2024-12-08 04:01:26,IP Address,73.17.25.104,100,115,True,2024-12-08 04:01:26,R_7fKanGwN2ZTQtY3,,,,,43.6444,-72.2455,anonymous,EN,Yes,Yes,,Yes,,Yes,,No,,No,,Yes,,No,,Biogeosciences/Geobiology,,"Fieldwork,Labwork",,"Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Queer,,White,,Not Hispanic or Latinx,,USA,USA
